Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2024-06-16,Mobile Banking App,Insurance Products,Europe,Germany,Stuttgart,269752,293949,Wholesale,2024-Q2,2024-06
2024-06-16,Digital Wallet Solution,Banking Solutions,Asia Pacific,Singapore,West,233216,166333,Online,2024-Q2,2024-06
2024-06-16,Mobile Banking App,Payment Processing,North America,Mexico,Tijuana,344217,369829,Partner,2024-Q2,2024-06
2024-06-16,Compliance Management Software,Investment Services,North America,Canada,Quebec City,289924,322469,Wholesale,2024-Q2,2024-06
2024-06-16,Credit Risk Assessment Tool,Risk Management,Asia Pacific,Singapore,Northeast,219862,233233,Wholesale,2024-Q2,2024-06
2024-06-17,Wealth Management Platform,Risk Management,Europe,France,Montpellier,219725,171887,Mobile App,2024-Q2,2024-06
2024-06-17,Retirement Planning Service,Banking Solutions,North America,United States,New York,204612,258110,Retail,2024-Q2,2024-06
2024-06-17,Auto Insurance Coverage,Payment Processing,Asia Pacific,Australia,Perth,315011,348296,Online,2024-Q2,2024-06
2024-06-17,Property Insurance Package,Investment Services,Europe,France,Marseille,163430,140391,Partner,2024-Q2,2024-06
2024-06-17,Mobile Banking App,Risk Management,Asia Pacific,Japan,Tokyo,217718,198329,Mobile App,2024-Q2,2024-06
2024-06-17,Life Insurance Policy,Risk Management,Europe,France,Lille,324481,347787,Mobile App,2024-Q2,2024-06
2024-06-17,Investment Portfolio Management,Payment Processing,Asia Pacific,Japan,Yokohama,338346,294687,Direct Sales,2024-Q2,2024-06
2024-06-17,Wealth Management Platform,Payment Processing,North America,Canada,Hamilton,665391,914512,Direct Sales,2024-Q2,2024-06
2024-06-18,Compliance Management Software,Banking Solutions,North America,United States,Phoenix,152587,156626,Wholesale,2024-Q2,2024-06
2024-06-18,Digital Banking Platform,Payment Processing,Asia Pacific,Australia,Gold Coast,335451,433033,Partner,2024-Q2,2024-06
2024-06-18,Mobile Banking App,Investment Services,North America,United States,Philadelphia,398845,347069,Wholesale,2024-Q2,2024-06
2024-06-19,Auto Insurance Coverage,Insurance Products,Europe,France,Marseille,306133,260248,Online,2024-Q2,2024-06
2024-06-19,Trading Analytics Tool,Risk Management,Asia Pacific,Singapore,Central,219208,171863,Wholesale,2024-Q2,2024-06
2024-06-19,Life Insurance Policy,Investment Services,Europe,France,Marseille,113708,119870,Mobile App,2024-Q2,2024-06
2024-06-20,Property Insurance Package,Insurance Products,Asia Pacific,Japan,Saitama,180096,182930,Wholesale,2024-Q2,2024-06
2024-06-20,Fraud Detection System,Payment Processing,Europe,France,Marseille,362021,404392,Online,2024-Q2,2024-06
2024-06-20,Credit Risk Assessment Tool,Investment Services,Europe,United Kingdom,Manchester,406426,402830,Partner,2024-Q2,2024-06
2024-06-21,Retirement Planning Service,Banking Solutions,Europe,Germany,Berlin,393171,533819,Retail,2024-Q2,2024-06
2024-06-21,Compliance Management Software,Risk Management,Europe,Germany,Düsseldorf,283769,310487,Mobile App,2024-Q2,2024-06
2024-06-21,Auto Insurance Coverage,Risk Management,Europe,Germany,Dortmund,466670,552119,Online,2024-Q2,2024-06
2024-06-21,Credit Risk Assessment Tool,Payment Processing,Asia Pacific,Japan,Kobe,252909,205659,Direct Sales,2024-Q2,2024-06
2024-06-21,Financial Planning Software,Investment Services,Asia Pacific,Australia,Perth,435724,550698,Direct Sales,2024-Q2,2024-06
2024-06-22,Auto Insurance Coverage,Risk Management,North America,United States,San Diego,337413,236707,Online,2024-Q2,2024-06
2024-06-22,Investment Portfolio Management,Banking Solutions,Europe,France,Lille,611682,849185,Direct Sales,2024-Q2,2024-06
2024-06-23,Auto Insurance Coverage,Payment Processing,Asia Pacific,Australia,Canberra,342764,313290,Partner,2024-Q2,2024-06
2024-06-23,Property Insurance Package,Insurance Products,Europe,Germany,Leipzig,139285,109442,Partner,2024-Q2,2024-06
2024-06-23,Credit Risk Assessment Tool,Banking Solutions,Europe,Germany,Berlin,233433,286602,Online,2024-Q2,2024-06
2024-06-23,Retirement Planning Service,Risk Management,Europe,France,Montpellier,125073,169633,Wholesale,2024-Q2,2024-06
2024-06-23,Payment Gateway Service,Risk Management,Asia Pacific,Singapore,Central,199857,179806,Wholesale,2024-Q2,2024-06
2024-06-24,Auto Insurance Coverage,Insurance Products,Europe,United Kingdom,London,468493,473489,Retail,2024-Q2,2024-06
2024-06-24,Payment Gateway Service,Risk Management,North America,Canada,Edmonton,599217,716591,Direct Sales,2024-Q2,2024-06
2024-06-24,Auto Insurance Coverage,Insurance Products,Asia Pacific,Japan,Fukuoka,251472,184992,Mobile App,2024-Q2,2024-06
2024-06-25,Investment Portfolio Management,Insurance Products,Europe,United Kingdom,Leeds,276848,378123,Online,2024-Q2,2024-06
2024-06-25,Payment Gateway Service,Banking Solutions,Asia Pacific,Australia,Sunshine Coast,154024,162101,Online,2024-Q2,2024-06
2024-06-25,Digital Banking Platform,Banking Solutions,North America,Canada,Toronto,290780,395562,Mobile App,2024-Q2,2024-06
2024-06-26,Payment Gateway Service,Risk Management,Europe,Germany,Berlin,455318,602469,Retail,2024-Q2,2024-06
2024-06-26,Wealth Management Platform,Insurance Products,Europe,United Kingdom,Birmingham,210171,270684,Mobile App,2024-Q2,2024-06
2024-06-26,Compliance Management Software,Investment Services,North America,Mexico,Zapopan,292348,237627,Online,2024-Q2,2024-06
2024-06-26,Mobile Banking App,Insurance Products,Asia Pacific,Australia,Sydney,252896,295178,Retail,2024-Q2,2024-06
2024-06-27,Life Insurance Policy,Insurance Products,North America,United States,Chicago,372666,315091,Mobile App,2024-Q2,2024-06
2024-06-28,Auto Insurance Coverage,Banking Solutions,Asia Pacific,Singapore,North,270353,217895,Direct Sales,2024-Q2,2024-06
2024-06-28,Mobile Banking App,Investment Services,North America,Canada,Vancouver,136628,177162,Online,2024-Q2,2024-06
2024-06-28,Investment Portfolio Management,Insurance Products,Asia Pacific,Singapore,Northeast,217839,233798,Wholesale,2024-Q2,2024-06
2024-06-28,Wealth Management Platform,Payment Processing,Asia Pacific,Singapore,Northeast,195960,226541,Online,2024-Q2,2024-06
2024-06-28,Life Insurance Policy,Insurance Products,Asia Pacific,Singapore,Central,162629,163896,Online,2024-Q2,2024-06
2024-06-28,Payment Gateway Service,Investment Services,Europe,France,Strasbourg,288518,298440,Retail,2024-Q2,2024-06
2024-07-01,Financial Planning Software,Banking Solutions,Europe,France,Bordeaux,323864,329882,Mobile App,2024-Q3,2024-07
2024-07-01,Payment Gateway Service,Risk Management,Asia Pacific,Australia,Canberra,230439,236906,Partner,2024-Q3,2024-07
2024-07-01,Credit Risk Assessment Tool,Insurance Products,Europe,United Kingdom,Cardiff,235450,320354,Online,2024-Q3,2024-07
2024-07-01,Auto Insurance Coverage,Payment Processing,Europe,United Kingdom,Manchester,405888,546551,Online,2024-Q3,2024-07
2024-07-01,Payment Gateway Service,Risk Management,North America,Mexico,Monterrey,222138,247263,Online,2024-Q3,2024-07
2024-07-02,Life Insurance Policy,Banking Solutions,North America,Canada,Edmonton,339878,443715,Mobile App,2024-Q3,2024-07
2024-07-02,Retirement Planning Service,Investment Services,Asia Pacific,Singapore,East,121991,97579,Partner,2024-Q3,2024-07
2024-07-02,Investment Portfolio Management,Banking Solutions,Asia Pacific,Singapore,North,196820,192218,Online,2024-Q3,2024-07
2024-07-02,Mobile Banking App,Insurance Products,Asia Pacific,Japan,Sapporo,183979,196893,Online,2024-Q3,2024-07
2024-07-02,Financial Planning Software,Banking Solutions,Asia Pacific,Australia,Brisbane,244882,199354,Online,2024-Q3,2024-07
2024-07-03,Property Insurance Package,Payment Processing,Europe,France,Montpellier,314417,358448,Online,2024-Q3,2024-07
2024-07-03,Digital Wallet Solution,Banking Solutions,North America,Mexico,Juárez,291226,326840,Wholesale,2024-Q3,2024-07
2024-07-04,Mobile Banking App,Risk Management,North America,United States,San Jose,311827,370212,Mobile App,2024-Q3,2024-07
2024-07-04,Trading Analytics Tool,Payment Processing,Asia Pacific,Singapore,Central,103008,115840,Online,2024-Q3,2024-07
2024-07-04,Auto Insurance Coverage,Investment Services,Europe,United Kingdom,Birmingham,198061,187298,Retail,2024-Q3,2024-07
2024-07-04,Life Insurance Policy,Risk Management,Asia Pacific,Singapore,North,186832,190260,Online,2024-Q3,2024-07
2024-07-05,Property Insurance Package,Banking Solutions,North America,United States,Dallas,336096,339483,Direct Sales,2024-Q3,2024-07
2024-07-05,Auto Insurance Coverage,Insurance Products,Asia Pacific,Australia,Brisbane,256248,232228,Mobile App,2024-Q3,2024-07
2024-07-05,Trading Analytics Tool,Investment Services,North America,Canada,Ottawa,238565,199987,Wholesale,2024-Q3,2024-07
2024-07-05,Property Insurance Package,Investment Services,Asia Pacific,Singapore,West,123310,163997,Wholesale,2024-Q3,2024-07
2024-07-05,Digital Wallet Solution,Banking Solutions,Europe,France,Nice,422911,477269,Partner,2024-Q3,2024-07
2024-07-06,Property Insurance Package,Insurance Products,North America,Canada,Calgary,312297,406647,Wholesale,2024-Q3,2024-07
2024-07-06,Credit Risk Assessment Tool,Insurance Products,Europe,United Kingdom,Leeds,273199,323682,Online,2024-Q3,2024-07
2024-07-07,Auto Insurance Coverage,Insurance Products,Asia Pacific,Japan,Osaka,430514,540083,Retail,2024-Q3,2024-07
2024-07-07,Investment Portfolio Management,Payment Processing,Europe,Germany,Leipzig,214690,293635,Retail,2024-Q3,2024-07
2024-07-07,Wealth Management Platform,Banking Solutions,Europe,Germany,Düsseldorf,193792,157169,Mobile App,2024-Q3,2024-07
2024-07-07,Compliance Management Software,Payment Processing,North America,Mexico,Tijuana,499132,411274,Direct Sales,2024-Q3,2024-07
2024-07-07,Fraud Detection System,Banking Solutions,North America,Canada,Hamilton,493872,673210,Direct Sales,2024-Q3,2024-07
2024-07-07,Digital Wallet Solution,Investment Services,Asia Pacific,Singapore,North,196848,260662,Partner,2024-Q3,2024-07
2024-07-08,Investment Portfolio Management,Risk Management,Asia Pacific,Australia,Sunshine Coast,223700,307073,Online,2024-Q3,2024-07
2024-07-08,Auto Insurance Coverage,Risk Management,Asia Pacific,Japan,Nagoya,112910,133135,Wholesale,2024-Q3,2024-07
2024-07-08,Credit Risk Assessment Tool,Payment Processing,Europe,Germany,Düsseldorf,243433,215424,Mobile App,2024-Q3,2024-07
2024-07-08,Compliance Management Software,Risk Management,Asia Pacific,Australia,Newcastle,290052,229616,Partner,2024-Q3,2024-07
2024-07-09,Fraud Detection System,Risk Management,North America,Canada,Montreal,400669,286440,Online,2024-Q3,2024-07
2024-07-10,Property Insurance Package,Banking Solutions,North America,United States,San Antonio,189612,241548,Partner,2024-Q3,2024-07
2024-07-10,Financial Planning Software,Insurance Products,Europe,Germany,Berlin,215509,268613,Retail,2024-Q3,2024-07
2024-07-11,Credit Risk Assessment Tool,Payment Processing,North America,Canada,Montreal,500952,373323,Retail,2024-Q3,2024-07
2024-07-11,Auto Insurance Coverage,Banking Solutions,North America,Canada,Ottawa,350340,261585,Wholesale,2024-Q3,2024-07
2024-07-12,Investment Portfolio Management,Insurance Products,North America,Canada,Calgary,529424,507885,Retail,2024-Q3,2024-07
2024-07-12,Credit Risk Assessment Tool,Payment Processing,Asia Pacific,Singapore,West,297626,224049,Direct Sales,2024-Q3,2024-07
2024-07-12,Compliance Management Software,Investment Services,North America,Canada,Calgary,348226,437370,Retail,2024-Q3,2024-07
2024-07-12,Mobile Banking App,Risk Management,North America,Mexico,Guadalajara,390887,436275,Online,2024-Q3,2024-07
2024-07-13,Retirement Planning Service,Insurance Products,North America,Canada,Ottawa,464551,355781,Online,2024-Q3,2024-07
2024-07-13,Wealth Management Platform,Risk Management,North America,Mexico,Tijuana,451299,357037,Direct Sales,2024-Q3,2024-07
2024-07-13,Compliance Management Software,Insurance Products,Europe,Germany,Stuttgart,457124,405109,Direct Sales,2024-Q3,2024-07
2024-07-13,Auto Insurance Coverage,Investment Services,Europe,France,Lyon,516526,597490,Direct Sales,2024-Q3,2024-07
2024-07-13,Compliance Management Software,Payment Processing,Asia Pacific,Singapore,Northeast,275951,264033,Online,2024-Q3,2024-07
2024-07-14,Trading Analytics Tool,Insurance Products,North America,United States,Dallas,220320,263224,Mobile App,2024-Q3,2024-07
2024-07-14,Life Insurance Policy,Risk Management,Asia Pacific,Australia,Sydney,192640,229783,Partner,2024-Q3,2024-07
2024-07-14,Compliance Management Software,Risk Management,Europe,Germany,Munich,301167,254491,Online,2024-Q3,2024-07
2024-07-14,Compliance Management Software,Insurance Products,North America,United States,Philadelphia,488450,381222,Online,2024-Q3,2024-07
2024-07-14,Compliance Management Software,Investment Services,Europe,Germany,Hamburg,243194,182506,Mobile App,2024-Q3,2024-07
2024-07-15,Trading Analytics Tool,Risk Management,Asia Pacific,Japan,Osaka,275056,314413,Partner,2024-Q3,2024-07
2024-07-15,Digital Banking Platform,Banking Solutions,Europe,United Kingdom,Edinburgh,285457,298441,Direct Sales,2024-Q3,2024-07
2024-07-15,Compliance Management Software,Risk Management,Asia Pacific,Japan,Saitama,113667,88723,Wholesale,2024-Q3,2024-07
2024-07-15,Mobile Banking App,Payment Processing,Europe,United Kingdom,London,170703,188639,Online,2024-Q3,2024-07
2024-07-16,Compliance Management Software,Investment Services,Asia Pacific,Singapore,Central,186675,173266,Online,2024-Q3,2024-07
2024-07-16,Trading Analytics Tool,Risk Management,Europe,United Kingdom,Glasgow,347782,336387,Retail,2024-Q3,2024-07
2024-07-17,Retirement Planning Service,Insurance Products,North America,Canada,Mississauga,109804,111395,Wholesale,2024-Q3,2024-07
2024-07-17,Trading Analytics Tool,Investment Services,Asia Pacific,Japan,Fukuoka,149437,183358,Partner,2024-Q3,2024-07
2024-07-18,Mobile Banking App,Banking Solutions,Europe,Germany,Dortmund,406935,308321,Partner,2024-Q3,2024-07
2024-07-18,Auto Insurance Coverage,Investment Services,Europe,Germany,Frankfurt,405295,521695,Online,2024-Q3,2024-07
2024-07-18,Payment Gateway Service,Payment Processing,Europe,United Kingdom,Cardiff,195482,151467,Wholesale,2024-Q3,2024-07
2024-07-18,Financial Planning Software,Risk Management,North America,United States,Houston,180640,197246,Wholesale,2024-Q3,2024-07
2024-07-19,Digital Wallet Solution,Banking Solutions,Asia Pacific,Japan,Nagoya,315084,381043,Partner,2024-Q3,2024-07
2024-07-19,Auto Insurance Coverage,Insurance Products,Asia Pacific,Australia,Adelaide,276157,302519,Direct Sales,2024-Q3,2024-07
2024-07-19,Retirement Planning Service,Banking Solutions,Asia Pacific,Japan,Osaka,112517,124735,Wholesale,2024-Q3,2024-07
2024-07-19,Investment Portfolio Management,Insurance Products,Asia Pacific,Singapore,West,271350,273757,Retail,2024-Q3,2024-07
2024-07-19,Fraud Detection System,Insurance Products,Asia Pacific,Australia,Melbourne,201989,278732,Retail,2024-Q3,2024-07
2024-07-20,Financial Planning Software,Banking Solutions,Asia Pacific,Australia,Melbourne,253880,225737,Retail,2024-Q3,2024-07
2024-07-20,Life Insurance Policy,Payment Processing,Asia Pacific,Japan,Sapporo,182775,130762,Wholesale,2024-Q3,2024-07
2024-07-20,Trading Analytics Tool,Insurance Products,Europe,United Kingdom,Manchester,135037,154834,Mobile App,2024-Q3,2024-07
2024-07-20,Auto Insurance Coverage,Risk Management,North America,Mexico,Juárez,199933,145489,Wholesale,2024-Q3,2024-07
2024-07-21,Compliance Management Software,Risk Management,North America,Canada,Toronto,424688,366204,Direct Sales,2024-Q3,2024-07
2024-07-21,Fraud Detection System,Risk Management,Asia Pacific,Japan,Kawasaki,255250,330922,Mobile App,2024-Q3,2024-07
2024-07-21,Retirement Planning Service,Risk Management,Asia Pacific,Australia,Canberra,235303,291188,Online,2024-Q3,2024-07
2024-07-23,Digital Wallet Solution,Insurance Products,Europe,Germany,Frankfurt,277458,346185,Direct Sales,2024-Q3,2024-07
2024-07-23,Financial Planning Software,Insurance Products,North America,Canada,Winnipeg,176110,157478,Online,2024-Q3,2024-07
2024-07-23,Digital Banking Platform,Banking Solutions,Europe,United Kingdom,Leeds,250393,245693,Mobile App,2024-Q3,2024-07
2024-07-23,Digital Wallet Solution,Insurance Products,North America,Mexico,Chihuahua,351104,293854,Direct Sales,2024-Q3,2024-07
2024-07-23,Auto Insurance Coverage,Insurance Products,Europe,United Kingdom,Birmingham,344392,334702,Wholesale,2024-Q3,2024-07
2024-07-23,Retirement Planning Service,Banking Solutions,Europe,France,Paris,326162,262518,Online,2024-Q3,2024-07
2024-07-24,Wealth Management Platform,Investment Services,Asia Pacific,Australia,Adelaide,188153,199907,Retail,2024-Q3,2024-07
2024-07-24,Digital Wallet Solution,Investment Services,Asia Pacific,Australia,Newcastle,226372,209154,Online,2024-Q3,2024-07
2024-07-24,Investment Portfolio Management,Payment Processing,North America,Canada,Mississauga,500735,483113,Direct Sales,2024-Q3,2024-07
2024-07-25,Digital Wallet Solution,Banking Solutions,North America,United States,San Antonio,241794,266495,Mobile App,2024-Q3,2024-07
2024-07-25,Payment Gateway Service,Payment Processing,Europe,France,Strasbourg,274127,193714,Online,2024-Q3,2024-07
2024-07-25,Trading Analytics Tool,Insurance Products,Asia Pacific,Japan,Osaka,330736,422605,Direct Sales,2024-Q3,2024-07
2024-07-26,Life Insurance Policy,Investment Services,North America,Canada,Calgary,256078,199256,Wholesale,2024-Q3,2024-07
2024-07-26,Digital Banking Platform,Investment Services,North America,United States,Phoenix,542576,601434,Direct Sales,2024-Q3,2024-07
2024-07-26,Investment Portfolio Management,Investment Services,Europe,France,Toulouse,363635,312026,Partner,2024-Q3,2024-07
2024-07-26,Digital Banking Platform,Investment Services,Asia Pacific,Australia,Sydney,402833,364496,Retail,2024-Q3,2024-07
2024-07-26,Trading Analytics Tool,Risk Management,North America,United States,Phoenix,257687,243212,Direct Sales,2024-Q3,2024-07
2024-07-27,Investment Portfolio Management,Investment Services,Europe,United Kingdom,Manchester,489241,533602,Retail,2024-Q3,2024-07
2024-07-27,Life Insurance Policy,Banking Solutions,North America,Canada,Winnipeg,460665,499109,Mobile App,2024-Q3,2024-07
2024-07-27,Compliance Management Software,Banking Solutions,Asia Pacific,Japan,Osaka,388849,363003,Direct Sales,2024-Q3,2024-07
2024-07-27,Property Insurance Package,Banking Solutions,Asia Pacific,Australia,Sydney,119466,122617,Wholesale,2024-Q3,2024-07
2024-07-27,Mobile Banking App,Investment Services,North America,United States,Dallas,357825,389954,Mobile App,2024-Q3,2024-07
2024-07-28,Digital Banking Platform,Banking Solutions,Asia Pacific,Japan,Osaka,379734,365013,Retail,2024-Q3,2024-07
2024-07-28,Payment Gateway Service,Payment Processing,Europe,Germany,Berlin,374222,385382,Mobile App,2024-Q3,2024-07
2024-08-01,Wealth Management Platform,Payment Processing,Europe,France,Marseille,134779,112433,Mobile App,2024-Q3,2024-08
2024-08-01,Property Insurance Package,Insurance Products,North America,Mexico,Tijuana,203927,235471,Mobile App,2024-Q3,2024-08
2024-08-01,Investment Portfolio Management,Payment Processing,Europe,France,Lille,329275,351579,Online,2024-Q3,2024-08
2024-08-01,Auto Insurance Coverage,Investment Services,Europe,United Kingdom,London,349465,264706,Direct Sales,2024-Q3,2024-08
2024-08-01,Payment Gateway Service,Risk Management,Europe,United Kingdom,Birmingham,159727,182560,Wholesale,2024-Q3,2024-08
2024-08-01,Mobile Banking App,Banking Solutions,North America,United States,Philadelphia,214512,171915,Partner,2024-Q3,2024-08
2024-08-02,Mobile Banking App,Risk Management,Asia Pacific,Japan,Kobe,125706,170885,Wholesale,2024-Q3,2024-08
2024-08-03,Retirement Planning Service,Insurance Products,Europe,United Kingdom,Glasgow,670013,537614,Direct Sales,2024-Q3,2024-08
2024-08-03,Trading Analytics Tool,Insurance Products,Asia Pacific,Japan,Tokyo,470328,548959,Direct Sales,2024-Q3,2024-08
2024-08-03,Digital Banking Platform,Insurance Products,Asia Pacific,Australia,Canberra,232540,231555,Wholesale,2024-Q3,2024-08
2024-08-03,Property Insurance Package,Payment Processing,Asia Pacific,Singapore,Central,116288,155418,Partner,2024-Q3,2024-08
2024-08-03,Property Insurance Package,Insurance Products,Asia Pacific,Japan,Tokyo,175766,128771,Partner,2024-Q3,2024-08
2024-08-04,Wealth Management Platform,Investment Services,Europe,France,Toulouse,164153,183396,Wholesale,2024-Q3,2024-08
2024-08-04,Fraud Detection System,Banking Solutions,Asia Pacific,Australia,Perth,155767,141893,Mobile App,2024-Q3,2024-08
2024-08-05,Compliance Management Software,Risk Management,North America,Mexico,León,234037,189761,Online,2024-Q3,2024-08
2024-08-05,Digital Banking Platform,Insurance Products,North America,Mexico,Nezahualcóyotl,521398,705484,Direct Sales,2024-Q3,2024-08
2024-08-06,Fraud Detection System,Banking Solutions,North America,Mexico,Tijuana,220658,227838,Mobile App,2024-Q3,2024-08
2024-08-06,Investment Portfolio Management,Banking Solutions,Asia Pacific,Japan,Yokohama,252588,234705,Online,2024-Q3,2024-08
2024-08-06,Trading Analytics Tool,Insurance Products,Asia Pacific,Australia,Perth,180387,242847,Retail,2024-Q3,2024-08
2024-08-06,Trading Analytics Tool,Risk Management,Asia Pacific,Australia,Brisbane,163975,162042,Wholesale,2024-Q3,2024-08
2024-08-06,Property Insurance Package,Insurance Products,Asia Pacific,Australia,Sunshine Coast,109704,85846,Online,2024-Q3,2024-08
2024-08-06,Property Insurance Package,Insurance Products,Asia Pacific,Japan,Nagoya,218536,203128,Mobile App,2024-Q3,2024-08
2024-08-07,Payment Gateway Service,Banking Solutions,Asia Pacific,Australia,Sunshine Coast,237496,278419,Direct Sales,2024-Q3,2024-08
2024-08-07,Trading Analytics Tool,Investment Services,Asia Pacific,Japan,Tokyo,163702,136440,Wholesale,2024-Q3,2024-08
